CustomerKey,Prefix,FirstName,LastName,,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Age
16097,MRS.,JESSICA,STEWART,MRS. JESSICA STEWART,11/05/1969,S,F,jessica0@learnsector.com,60000,2,Graduate Degree,Professional,Y,
16098,MRS.,JASMINE,DIAZ,MRS. JASMINE DIAZ,09/06/1969,M,F,jasmine61@learnsector.com,70000,5,Graduate Degree,Professional,Y,
16099,MR.,JULIAN,JENKINS,MR. JULIAN JENKINS,08/09/1969,M,M,julian8@learnsector.com,70000,5,Graduate Degree,Professional,Y,
16100,MR.,JOSE,JOHNSON,MR. JOSE JOHNSON,04/03/1969,S,M,jose57@learnsector.com,70000,5,Graduate Degree,Professional,Y,
16101,MRS.,MARY,LOPEZ,MRS. MARY LOPEZ,19/09/1969,M,F,mary34@learnsector.com,80000,2,Graduate Degree,Professional,Y,
16102,MR.,MARCUS,ALEXANDER,MR. MARCUS ALEXANDER,14/08/1965,S,M,marcus68@learnsector.com,40000,0,Bachelors,Professional,N,
16103,MRS.,HALEY,HILL,MRS. HALEY HILL,10/11/1965,S,F,haley56@learnsector.com,80000,3,Bachelors,Skilled Manual,Y,
16104,MRS.,JORDAN,HERNANDEZ,MRS. JORDAN HERNANDEZ,11/04/1965,S,F,jordan47@learnsector.com,80000,3,Bachelors,Skilled Manual,Y,
16105,MRS.,KRISTY,DIAZ,MRS. KRISTY DIAZ,02/04/1965,S,F,kristy3@learnsector.com,80000,3,Bachelors,Skilled Manual,Y,
16106,MR.,IAN,BARNES,MR. IAN BARNES,21/03/1965,M,M,ian43@learnsector.com,60000,0,Graduate Degree,Professional,Y,
16107,MRS.,JORDAN,EDWARDS,MRS. JORDAN EDWARDS,20/04/1964,S,F,jordan30@learnsector.com,50000,4,Bachelors,Skilled Manual,Y,
16108,MR.,BRYCE,HOWARD,MR. BRYCE HOWARD,24/06/1964,S,M,bryce10@learnsector.com,60000,4,Bachelors,Skilled Manual,N,
16109,MR.,ADAM,TURNER,MR. ADAM TURNER,07/05/1964,S,M,adam35@learnsector.com,60000,4,Bachelors,Skilled Manual,Y,
16110,MR.,BRANDON,LONG,MR. BRANDON LONG,07/01/1964,M,M,brandon7@learnsector.com,60000,4,Bachelors,Skilled Manual,Y,
16111,MRS.,ALLISON,GREEN,MRS. ALLISON GREEN,08/09/1963,S,F,allison37@learnsector.com,70000,4,Bachelors,Skilled Manual,Y,
16112,MR.,FRANK,MUNOZ,MR. FRANK MUNOZ,03/05/1963,S,M,frank15@learnsector.com,70000,4,Bachelors,Professional,Y,
16113,MR.,ROGER,LAL,MR. ROGER LAL,13/02/1963,S,M,roger36@learnsector.com,70000,4,Bachelors,Professional,N,
16114,MR.,GAVIN,ROSS,MR. GAVIN ROSS,14/03/1963,M,M,gavin3@learnsector.com,70000,4,Bachelors,Professional,Y,
16115,MS.,JENNIFER,DIAZ,MS. JENNIFER DIAZ,13/06/1968,S,F,jennifer95@learnsector.com,70000,0,Bachelors,Professional,N,
16116,MR.,BEGOÑA,HURTADO,MR. BEGOÑA HURTADO,06/06/1968,S,M,begoña0@learnsector.com,70000,0,Bachelors,Professional,Y,
16117,MR.,BRAD,LAL,MR. BRAD LAL,11/02/1962,M,M,brad8@learnsector.com,40000,4,High School,Skilled Manual,Y,
16118,MR.,JAMES,WRIGHT,MR. JAMES WRIGHT,09/03/1962,M,M,james70@learnsector.com,70000,1,Bachelors,Professional,N,
16119,MRS.,HAILEY,WATSON,MRS. HAILEY WATSON,09/12/1961,M,F,hailey18@learnsector.com,40000,4,High School,Skilled Manual,Y,
16120,MR.,BRYCE,RAMIREZ,MR. BRYCE RAMIREZ,14/04/1961,M,M,bryce6@learnsector.com,40000,4,High School,Skilled Manual,Y,
16121,MRS.,KAITLYN,ROSS,MRS. KAITLYN ROSS,05/04/1961,M,F,kaitlyn71@learnsector.com,40000,4,High School,Skilled Manual,N,
16122,MR.,JASON,PHILLIPS,MR. JASON PHILLIPS,16/12/1961,M,M,jason35@learnsector.com,40000,4,High School,Skilled Manual,Y,
16123,MRS.,NATALIE,PATTERSON,MRS. NATALIE PATTERSON,07/08/1961,M,F,natalie33@learnsector.com,40000,4,High School,Skilled Manual,Y,
16124,MR.,EDUARDO,MURPHY,MR. EDUARDO MURPHY,11/03/1961,M,M,eduardo82@learnsector.com,40000,4,High School,Skilled Manual,Y,
16125,MRS.,VICTORIA,WATSON,MRS. VICTORIA WATSON,03/06/1961,M,F,victoria45@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
16126,MRS.,FAITH,KELLY,MRS. FAITH KELLY,17/07/1961,M,F,faith24@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
16127,MRS.,AMANDA,EDWARDS,MRS. AMANDA EDWARDS,17/03/1961,M,F,amanda45@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
16128,MRS.,DESTINY,WARD,MRS. DESTINY WARD,24/06/1961,M,F,destiny38@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
16129,MRS.,JORDYN,RUSSELL,MRS. JORDYN RUSSELL,10/11/1960,S,F,jordyn18@learnsector.com,40000,4,High School,Skilled Manual,Y,
16130,MS.,MIKE,SEAMANS,MS. MIKE SEAMANS,24/12/1960,S,F,mike5@learnsector.com,40000,0,Bachelors,Professional,N,
16131,MR.,ALBERT,ROMERO,MR. ALBERT ROMERO,14/05/1960,S,M,albert11@learnsector.com,40000,0,Bachelors,Professional,N,
16132,MRS.,SIERRA,NELSON,MRS. SIERRA NELSON,12/03/1960,M,F,sierra9@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
16133,MR.,DYLAN,SIMMONS,MR. DYLAN SIMMONS,13/08/1967,S,M,dylan14@learnsector.com,50000,0,Partial College,Skilled Manual,N,
16134,MR.,ROY,HERNANDEZ,MR. ROY HERNANDEZ,06/06/1967,S,M,roy24@learnsector.com,50000,0,Partial College,Skilled Manual,N,
16135,MS.,CHELSEA,RAMAN,MS. CHELSEA RAMAN,07/01/1967,S,F,chelsea13@learnsector.com,50000,0,Partial College,Skilled Manual,N,
16136,MR.,GEORGE,SRINI,MR. GEORGE SRINI,06/04/1967,S,M,george14@learnsector.com,50000,0,Partial College,Skilled Manual,N,
16137,MR.,TIMOTHY,KING,MR. TIMOTHY KING,15/03/1967,S,M,timothy45@learnsector.com,50000,0,Partial College,Skilled Manual,Y,
16138,MR.,DAVID,BUTLER,MR. DAVID BUTLER,02/09/1967,S,M,david47@learnsector.com,60000,0,Graduate Degree,Professional,N,
16139,MRS.,JACQUELINE,ALEXANDER,MRS. JACQUELINE ALEXANDER,25/08/1960,M,F,jacqueline19@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
16140,MR.,SETH,HARRIS,MR. SETH HARRIS,04/04/1960,M,M,seth14@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
16141,MRS.,SHELBY,RAMIREZ,MRS. SHELBY RAMIREZ,11/01/1960,M,F,shelby7@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
16142,MRS.,SOPHIA,KING,MRS. SOPHIA KING,01/11/1959,S,F,sophia17@learnsector.com,60000,4,Bachelors,Professional,Y,
16143,MRS.,SARA,EVANS,MRS. SARA EVANS,19/03/1959,M,F,sara25@learnsector.com,60000,4,Bachelors,Professional,Y,
16144,MR.,PATRICK,KELLY,MR. PATRICK KELLY,12/04/1959,M,M,patrick8@learnsector.com,70000,1,Graduate Degree,Professional,Y,
16145,MRS.,SYDNEY,ANDERSON,MRS. SYDNEY ANDERSON,25/10/1959,S,F,sydney73@learnsector.com,70000,5,Graduate Degree,Professional,Y,
16146,MRS.,JACQUELYN,SAUNDERS,MRS. JACQUELYN SAUNDERS,21/02/1959,M,F,jacquelyn21@learnsector.com,80000,1,Graduate Degree,Professional,Y,
16147,MR.,NATHAN,GRIFFIN,MR. NATHAN GRIFFIN,24/11/1958,M,M,nathan17@learnsector.com,80000,1,Partial College,Skilled Manual,Y,
16148,MRS.,KAREN,WALKER,MRS. KAREN WALKER,26/03/1958,M,F,karen9@learnsector.com,80000,1,Partial College,Skilled Manual,Y,
16149,MR.,DALTON,PERRY,MR. DALTON PERRY,03/01/1958,S,M,dalton53@learnsector.com,60000,3,Bachelors,Professional,Y,
16150,MRS.,NICOLE,THOMPSON,MRS. NICOLE THOMPSON,13/02/1958,M,F,nicole16@learnsector.com,60000,1,Bachelors,Professional,Y,
16151,MRS.,CHLOE,SANCHEZ,MRS. CHLOE SANCHEZ,01/03/1958,M,F,chloe46@learnsector.com,60000,1,Bachelors,Professional,Y,
16152,MRS.,KATHERINE,EVANS,MRS. KATHERINE EVANS,16/11/1958,M,F,katherine49@learnsector.com,70000,5,Graduate Degree,Professional,Y,
16153,MR.,ERIC,JAI,MR. ERIC JAI,04/11/1958,M,M,eric40@learnsector.com,70000,5,Graduate Degree,Professional,Y,
16154,MRS.,JENNIFER,SCOTT,MRS. JENNIFER SCOTT,12/06/1958,M,F,jennifer16@learnsector.com,70000,5,Bachelors,Professional,Y,
16155,MRS.,JOAN,JENKINS,MRS. JOAN JENKINS,04/10/1969,M,F,joan6@learnsector.com,80000,4,Graduate Degree,Management,Y,
16156,MR.,JAVIER,HERNANDEZ,MR. JAVIER HERNANDEZ,09/11/1969,M,M,javier0@learnsector.com,90000,1,Graduate Degree,Management,Y,
16157,MRS.,CINDY,RAMAN,MRS. CINDY RAMAN,27/04/1969,M,F,cindy12@learnsector.com,90000,1,Graduate Degree,Management,N,
16159,MRS.,MINDY,GOLDBERG,MRS. MINDY GOLDBERG,21/06/1969,M,F,mindy24@learnsector.com,100000,1,Graduate Degree,Management,Y,
16160,MRS.,ERIKA,HERNANDEZ,MRS. ERIKA HERNANDEZ,20/06/1968,M,F,erika3@learnsector.com,60000,2,Bachelors,Professional,Y,
16161,MRS.,JODI,DENG,MRS. JODI DENG,24/08/1968,M,F,jodi1@learnsector.com,60000,2,Bachelors,Professional,Y,
16162,MRS.,MACKENZIE,MORGAN,MRS. MACKENZIE MORGAN,26/09/1968,S,F,mackenzie21@learnsector.com,70000,5,Bachelors,Professional,Y,
16163,MR.,WILLIE,CHANDE,MR. WILLIE CHANDE,15/12/1967,S,M,willie34@learnsector.com,60000,2,Bachelors,Professional,Y,
16164,MRS.,AMY,LIANG,MRS. AMY LIANG,02/02/1967,S,F,amy23@learnsector.com,60000,2,Bachelors,Professional,Y,
16165,MRS.,JENNY,LIU,MRS. JENNY LIU,02/03/1967,M,F,jenny6@learnsector.com,70000,5,Bachelors,Professional,Y,
16166,MRS.,APRIL,GOEL,MRS. APRIL GOEL,08/10/1967,M,F,april15@learnsector.com,70000,5,Bachelors,Professional,Y,
16167,MR.,DEVIN,MOORE,MR. DEVIN MOORE,01/06/1967,M,M,devin6@learnsector.com,70000,5,Bachelors,Professional,Y,
16168,MRS.,KATHRYN,ASHE,MRS. KATHRYN ASHE,09/08/1967,M,F,kathryn20@learnsector.com,70000,5,Bachelors,Professional,Y,
16169,MR.,DENNIS,LIN,MR. DENNIS LIN,17/03/1967,S,M,dennis9@learnsector.com,70000,5,Bachelors,Professional,Y,
16170,MR.,JUAN,RUBIO,MR. JUAN RUBIO,09/08/1966,S,M,juan8@learnsector.com,80000,5,Graduate Degree,Management,Y,
16171,MR.,BRUCE,RUIZ,MR. BRUCE RUIZ,04/06/1966,M,M,bruce24@learnsector.com,80000,5,Graduate Degree,Management,Y,
16172,MRS.,JANELLE,PEREZ,MRS. JANELLE PEREZ,10/11/1966,S,F,janelle18@learnsector.com,80000,5,Bachelors,Professional,Y,
16173,MR.,CORY,RANA,MR. CORY RANA,01/06/1965,M,M,cory9@learnsector.com,60000,2,Bachelors,Professional,Y,
16174,MRS.,MELINDA,HERNANDEZ,MRS. MELINDA HERNANDEZ,24/03/1965,S,F,melinda0@learnsector.com,60000,3,Bachelors,Professional,N,
16175,MR.,TONY,SHAN,MR. TONY SHAN,09/05/1965,S,M,tony13@learnsector.com,60000,3,Bachelors,Professional,N,
16176,MS.,MICHELE,TORRES,MS. MICHELE TORRES,19/08/1968,S,F,michele45@learnsector.com,70000,0,Bachelors,Professional,Y,
16177,MS.,BETHANY,NATH,MS. BETHANY NATH,09/10/1968,S,F,bethany22@learnsector.com,70000,0,Bachelors,Professional,N,
16178,MR.,ALFREDO,CARLSON,MR. ALFREDO CARLSON,16/11/1968,M,M,alfredo19@learnsector.com,80000,5,Bachelors,Professional,Y,
16179,MRS.,JAMIE,ZHAO,MRS. JAMIE ZHAO,22/08/1968,S,F,jamie13@learnsector.com,80000,5,Bachelors,Professional,Y,
16180,MR.,KYLE,PEREZ,MR. KYLE PEREZ,22/08/1965,S,M,kyle33@learnsector.com,70000,0,Bachelors,Professional,N,
16181,MS.,DAISY,RUBIO,MS. DAISY RUBIO,23/06/1965,S,F,daisy16@learnsector.com,70000,0,Bachelors,Professional,N,
16182,MR.,LOUIS,SUN,MR. LOUIS SUN,21/04/1964,M,M,louis7@learnsector.com,60000,3,Bachelors,Professional,Y,
16183,MRS.,TANYA,CARLSON,MRS. TANYA CARLSON,11/04/1964,S,F,tanya15@learnsector.com,60000,3,Bachelors,Professional,Y,
16184,MRS.,CHRISTINE,SHE,MRS. CHRISTINE SHE,06/06/1964,M,F,christine0@learnsector.com,60000,4,Bachelors,Professional,Y,
16185,MR.,GRANT,RAJI,MR. GRANT RAJI,13/12/1964,S,M,grant23@learnsector.com,60000,4,Bachelors,Professional,Y,
16186,MS.,BETHANY,RAJI,MS. BETHANY RAJI,25/07/1974,S,F,bethany2@learnsector.com,30000,0,Partial College,Clerical,Y,
16187,MR.,LOUIS,HU,MR. LOUIS HU,17/08/1980,S,M,louis15@learnsector.com,20000,0,Partial High School,Manual,N,
16188,MS.,TERESA,TORRES,MS. TERESA TORRES,04/05/1980,S,F,teresa12@learnsector.com,20000,0,Partial High School,Manual,N,
16189,MS.,AMANDA,HUGHES,MS. AMANDA HUGHES,04/02/1979,M,F,amanda32@learnsector.com,30000,0,Partial College,Clerical,N,
16190,MR.,LANCE,ALVAREZ,MR. LANCE ALVAREZ,01/08/1979,S,M,lance4@learnsector.com,30000,0,Partial College,Clerical,N,
16191,MS.,MARGARET,ZENG,MS. MARGARET ZENG,18/03/1978,S,F,margaret27@learnsector.com,30000,0,High School,Manual,Y,
16192,MS.,MARIE,LOPEZ,MS. MARIE LOPEZ,06/04/1978,S,F,marie18@learnsector.com,30000,0,High School,Manual,N,
16193,MR.,VICTOR,RUBIO,MR. VICTOR RUBIO,20/06/1978,S,M,victor21@learnsector.com,30000,0,High School,Manual,N,
16194,MS.,KATIE,DENG,MS. KATIE DENG,16/09/1973,S,F,katie4@learnsector.com,30000,0,High School,Manual,N,
16195,MS.,ABBY,PEREZ,MS. ABBY PEREZ,04/12/1973,M,F,abby18@learnsector.com,30000,0,High School,Manual,N,
16196,MR.,KURT,RAHEEM,MR. KURT RAHEEM,21/10/1973,M,M,kurt18@learnsector.com,40000,1,Bachelors,Skilled Manual,Y,
16197,MS.,HEIDI,PRASAD,MS. HEIDI PRASAD,19/08/1972,S,F,heidi11@learnsector.com,20000,0,Partial High School,Manual,N,
16198,MR.,ARTHUR,NAVARRO,MR. ARTHUR NAVARRO,13/10/1972,S,M,arthur34@learnsector.com,30000,0,High School,Manual,Y,
16199,MR.,TERRENCE,XIE,MR. TERRENCE XIE,18/08/1972,S,M,terrence3@learnsector.com,40000,2,Partial College,Clerical,Y,
16200,MS.,JULIA,EDWARDS,MS. JULIA EDWARDS,18/04/1971,S,F,julia3@learnsector.com,10000,0,Partial High School,Manual,N,
16201,MR.,ROSS,MARTIN,MR. ROSS MARTIN,09/06/1971,S,M,ross21@learnsector.com,20000,0,Partial High School,Manual,Y,
16202,MR.,KENNETH,JAI,MR. KENNETH JAI,21/04/1971,S,M,kenneth9@learnsector.com,30000,0,High School,Manual,N,
16203,MR.,WARREN,RAJE,MR. WARREN RAJE,05/04/1970,S,M,warren3@learnsector.com,40000,2,Partial College,Clerical,Y,
16204,MR.,TERRENCE,ANAND,MR. TERRENCE ANAND,13/04/1971,S,M,terrence23@learnsector.com,40000,2,Partial College,Clerical,Y,
16205,MRS.,MELANIE,SANDERS,MRS. MELANIE SANDERS,04/01/1971,S,F,melanie14@learnsector.com,40000,2,Partial College,Clerical,Y,
16206,MRS.,CINDY,LEWIS,MRS. CINDY LEWIS,19/05/1971,S,F,cindy21@learnsector.com,40000,2,Partial College,Clerical,Y,
16207,MR.,JORDAN,SHAN,MR. JORDAN SHAN,13/03/1971,S,M,jordan27@learnsector.com,40000,2,Partial College,Clerical,Y,
16208,,RUTH,CHANDRA, RUTH CHANDRA,21/07/1971,S,NA,ruth7@learnsector.com,40000,2,Partial College,Clerical,Y,
16209,MS.,CAROLYN,ALVAREZ,MS. CAROLYN ALVAREZ,18/03/1970,S,F,carolyn26@learnsector.com,50000,0,Graduate Degree,Skilled Manual,Y,
16210,MRS.,OLIVIA,COOPER,MRS. OLIVIA COOPER,03/12/1974,S,F,olivia34@learnsector.com,40000,3,Partial College,Clerical,Y,
16211,MR.,JESSE,ROBERTS,MR. JESSE ROBERTS,23/11/1974,S,M,jesse28@learnsector.com,40000,3,Partial College,Clerical,Y,
16212,MRS.,JACQUELINE,RIVERA,MRS. JACQUELINE RIVERA,01/03/1930,M,F,jacqueline41@learnsector.com,50000,1,Graduate Degree,Skilled Manual,Y,
16213,MS.,KAYLEE,TURNER,MS. KAYLEE TURNER,16/05/1966,S,F,kaylee26@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y,
16214,MR.,BRETT,FERNANDEZ,MR. BRETT FERNANDEZ,02/03/1966,M,M,brett15@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y,
16215,MR.,THOMAS,TURNER,MR. THOMAS TURNER,05/12/1966,M,M,thomas42@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y,
16216,MR.,CHARLES,MITCHELL,MR. CHARLES MITCHELL,27/09/1966,S,M,charles39@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y,
16217,MS.,AMANDA,GONZALES,MS. AMANDA GONZALES,25/09/1966,S,F,amanda38@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y,
16218,MRS.,JULIA,SIMMONS,MRS. JULIA SIMMONS,10/04/1953,M,F,julia81@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16219,MR.,ANGEL,SANDERS,MR. ANGEL SANDERS,22/11/1953,M,M,angel2@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16220,MRS.,MEGAN,RUSSELL,MRS. MEGAN RUSSELL,07/06/1953,M,F,megan67@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16221,MR.,DARREN,SAUNDERS,MR. DARREN SAUNDERS,14/05/1953,M,M,darren13@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16222,MR.,BRANDON,ANDERSON,MR. BRANDON ANDERSON,18/12/1953,M,M,brandon30@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16223,MR.,CARLOS,COLLINS,MR. CARLOS COLLINS,18/05/1953,M,M,carlos28@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16224,MR.,JACOB,MARTINEZ,MR. JACOB MARTINEZ,20/07/1953,M,M,jacob13@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16225,MR.,WYATT,NELSON,MR. WYATT NELSON,10/12/1953,M,M,wyatt38@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16226,MRS.,MARIA,BLUE,MRS. MARIA BLUE,23/05/1953,M,F,maria7@learnsector.com,30000,1,Partial College,Clerical,Y,
16227,MR.,ERIC,LOPEZ,MR. ERIC LOPEZ,18/06/1954,M,M,eric53@learnsector.com,30000,1,High School,Clerical,Y,
16228,MR.,RAFAEL,ZHU,MR. RAFAEL ZHU,27/12/1955,M,M,rafael15@learnsector.com,40000,1,Partial College,Clerical,Y,
16229,MR.,WAYNE,CHANDE,MR. WAYNE CHANDE,20/05/1955,M,M,wayne17@learnsector.com,40000,1,Partial College,Clerical,Y,
16230,MR.,CRAIG,BLANCO,MR. CRAIG BLANCO,05/04/1955,M,M,craig15@learnsector.com,40000,1,Partial College,Clerical,Y,
16231,MRS.,DANA,MARTIN,MRS. DANA MARTIN,11/09/1955,M,F,dana16@learnsector.com,40000,1,Partial College,Clerical,Y,
16232,MR.,CHASE,RICHARDSON,MR. CHASE RICHARDSON,10/06/1955,M,M,chase9@learnsector.com,40000,1,Partial College,Clerical,Y,
16233,MRS.,REBECCA,KING,MRS. REBECCA KING,25/03/1955,S,F,rebecca20@learnsector.com,80000,5,Graduate Degree,Skilled Manual,Y,
16234,MR.,WYATT,MARTIN,MR. WYATT MARTIN,05/07/1956,M,M,wyatt15@learnsector.com,40000,1,Partial College,Clerical,Y,
16235,MR.,SEBASTIAN,MORRIS,MR. SEBASTIAN MORRIS,17/02/1956,M,M,sebastian17@learnsector.com,40000,1,Partial College,Clerical,Y,
16236,MR.,NICHOLAS,MARTINEZ,MR. NICHOLAS MARTINEZ,16/12/1956,M,M,nicholas18@learnsector.com,40000,1,Partial College,Clerical,Y,
16237,MRS.,ERIN,JAMES,MRS. ERIN JAMES,01/12/1957,M,F,erin12@learnsector.com,40000,1,Partial College,Clerical,Y,
16238,MRS.,ANN,ARUN,MRS. ANN ARUN,12/02/1957,M,F,ann12@learnsector.com,40000,1,Partial College,Clerical,Y,
16239,MR.,GABRIEL,NELSON,MR. GABRIEL NELSON,12/01/1957,M,M,gabriel40@learnsector.com,40000,1,Partial College,Clerical,Y,
16240,MRS.,MADELINE,GREEN,MRS. MADELINE GREEN,15/02/1958,S,F,madeline14@learnsector.com,80000,4,Graduate Degree,Skilled Manual,Y,
16241,MRS.,ISABEL,BUTLER,MRS. ISABEL BUTLER,10/08/1958,S,F,isabel13@learnsector.com,80000,4,Graduate Degree,Skilled Manual,Y,
16242,MRS.,MEGAN,GARCIA,MRS. MEGAN GARCIA,24/02/1958,S,F,megan19@learnsector.com,80000,4,Graduate Degree,Skilled Manual,Y,
16243,MRS.,MARIA,JAMES,MRS. MARIA JAMES,25/06/1958,S,F,maria18@learnsector.com,80000,4,Graduate Degree,Skilled Manual,Y,
16244,MR.,GREGORY,KUMAR,MR. GREGORY KUMAR,19/12/1958,M,M,gregory12@learnsector.com,80000,4,Graduate Degree,Skilled Manual,Y,
16245,MRS.,ALEXANDRA,GRIFFIN,MRS. ALEXANDRA GRIFFIN,25/09/1958,S,F,alexandra42@learnsector.com,80000,4,Graduate Degree,Skilled Manual,Y,
16246,MR.,LUCAS,SIMMONS,MR. LUCAS SIMMONS,26/11/1958,S,M,lucas63@learnsector.com,80000,4,Graduate Degree,Skilled Manual,Y,
16247,MRS.,ANNA,BROWN,MRS. ANNA BROWN,05/03/1959,S,F,anna65@learnsector.com,60000,4,Graduate Degree,Skilled Manual,Y,
16248,MRS.,ALYSSA,ROSS,MRS. ALYSSA ROSS,28/02/1959,S,F,alyssa50@learnsector.com,60000,4,Graduate Degree,Skilled Manual,Y,
16249,MR.,JESSE,RIVERA,MR. JESSE RIVERA,12/05/1959,M,M,jesse17@learnsector.com,60000,4,Graduate Degree,Skilled Manual,N,
16250,MR.,BRENDAN,RAJE,MR. BRENDAN RAJE,21/05/1968,S,M,brendan12@learnsector.com,40000,0,Graduate Degree,Clerical,Y,
16251,MRS.,MAKAYLA,HOWARD,MRS. MAKAYLA HOWARD,03/12/1967,S,F,makayla10@learnsector.com,10000,3,High School,Manual,Y,
16252,MR.,DANNY,JIMÉNEZ,MR. DANNY JIMÉNEZ,22/09/1967,S,M,danny6@learnsector.com,10000,3,Partial High School,Manual,Y,
16253,MRS.,BETHANY,LAL,MRS. BETHANY LAL,09/03/1967,S,F,bethany12@learnsector.com,20000,1,Partial College,Manual,N,
16254,MRS.,MARIA,MORRIS,MRS. MARIA MORRIS,21/08/1967,S,F,maria2@learnsector.com,20000,1,Partial College,Manual,N,
16255,MRS.,TAYLOR,RUSSELL,MRS. TAYLOR RUSSELL,22/08/1967,S,F,taylor44@learnsector.com,20000,1,Partial College,Manual,N,
16256,MR.,RICHARD,COLLINS,MR. RICHARD COLLINS,17/07/1967,M,M,richard39@learnsector.com,20000,1,Partial College,Manual,Y,
16257,MRS.,MICHELE,CHANDRA,MRS. MICHELE CHANDRA,18/10/1967,M,F,michele57@learnsector.com,20000,1,High School,Manual,Y,
16258,MRS.,DEANNA,MALHOTRA,MRS. DEANNA MALHOTRA,11/03/1967,S,F,deanna8@learnsector.com,30000,1,Bachelors,Clerical,N,
16259,MRS.,EBONY,SAI,MRS. EBONY SAI,21/04/1966,S,F,ebony5@learnsector.com,10000,4,Partial High School,Manual,Y,
16260,MRS.,GINA,SCHMIDT,MRS. GINA SCHMIDT,20/02/1966,S,F,gina20@learnsector.com,20000,1,High School,Manual,N,
16261,MS.,DIANA,NAVARRO,MS. DIANA NAVARRO,08/10/1967,M,F,diana9@learnsector.com,40000,0,Bachelors,Clerical,Y,
16262,MS.,KATHRYN,XIE,MS. KATHRYN XIE,19/11/1967,M,F,kathryn3@learnsector.com,40000,0,Bachelors,Clerical,Y,
16263,MR.,EDUARDO,ROBINSON,MR. EDUARDO ROBINSON,06/11/1967,M,M,eduardo17@learnsector.com,40000,0,Bachelors,Clerical,Y,
16264,MRS.,JENNIFER,HOWARD,MRS. JENNIFER HOWARD,22/04/1928,M,F,jennifer65@learnsector.com,10000,4,High School,Manual,N,
16265,MRS.,JULIE,GOEL,MRS. JULIE GOEL,19/06/1966,M,F,julie21@learnsector.com,30000,1,Bachelors,Clerical,Y,
16266,MRS.,ALISHA,YANG,MRS. ALISHA YANG,18/04/1966,M,F,alisha5@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16267,MR.,EDWIN,CHEN,MR. EDWIN CHEN,23/10/1966,M,M,edwin2@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16268,MRS.,LINDSEY,KUMAR,MRS. LINDSEY KUMAR,20/11/1966,M,F,lindsey8@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16269,MRS.,TARA,NATH,MRS. TARA NATH,25/02/1966,M,F,tara19@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16270,MR.,JEROME,HERNANDEZ,MR. JEROME HERNANDEZ,06/10/1966,M,M,jerome4@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16271,MRS.,MICHELE,GUTIERREZ,MRS. MICHELE GUTIERREZ,13/06/1965,S,F,michele44@learnsector.com,20000,2,High School,Manual,Y,
16272,MR.,RAUL,DENG,MR. RAUL DENG,08/07/1965,S,M,raul2@learnsector.com,20000,2,High School,Manual,Y,
16273,MRS.,MARIE,MARTINEZ,MRS. MARIE MARTINEZ,14/05/1965,M,F,marie19@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16274,MR.,ROSS,DIAZ,MR. ROSS DIAZ,16/03/1964,M,M,ross23@learnsector.com,10000,3,Partial High School,Manual,N,
16275,MRS.,DEBORAH,MCDONALD,MRS. DEBORAH MCDONALD,01/01/1964,M,F,deborah10@learnsector.com,20000,2,High School,Manual,N,
16276,MRS.,BRANDI,CARLSON,MRS. BRANDI CARLSON,03/05/1964,S,F,brandi17@learnsector.com,20000,3,High School,Manual,Y,
16277,MRS.,CHRISTY,LUO,MRS. CHRISTY LUO,28/09/1964,M,F,christy24@learnsector.com,30000,1,Bachelors,Skilled Manual,Y,
16278,MR.,ANGEL,TURNER,MR. ANGEL TURNER,23/06/1964,M,M,angel27@learnsector.com,30000,2,Partial College,Manual,N,
16279,MRS.,VICTORIA,PATTERSON,MRS. VICTORIA PATTERSON,25/06/1963,S,F,victoria58@learnsector.com,10000,3,Partial High School,Manual,Y,
